name,address,latitude,longitude,RestaurantsPriceRange2,stars,business_type,kitchen_type,veggy,GoodForKids,RestaurantsDelivery,WiFi,Alcohol,OutdoorSeating,garage,lot,valet,breakfast,brunch,lunch,dinner,dessert,latenight,romantic,intimate,upscale,casual,trendy,classy,RestaurantsReservations,review_count,parking,Sunday_open,Sunday_close,Monday_open,Monday_close,Tuesday_open,Tuesday_close,Wednesday_open,Wednesday_close,Thursday_open,Thursday_close,Friday_open,Friday_close,Saturday_open,Saturday_close
Best Wok Chinese,7671 W Ridgewood Dr,41.383402,-81.737832,1,4,other,Chinese,other,FALSE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,FALSE,11:30:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:30:00,11:00:00,22:30:00
Lago East Bank,1091 W 10th St,41.50025228,-81.70422456,2,4,other,Italian,other,FALSE,FALSE,free,full_bar,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,230,TRUE,9:00:00,2:00:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00
Pizza Hut,1407 W 117th St,41.48328971,-81.76846779,1,2,other,Italian,other,TRUE,TRUE,,,FALSE,FALSE,TRUE,FALSE,,,,,,,FALSE,,,,,,FALSE,17,TRUE,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,0:00:00,11:00:00,0:00:00
Gateway Bar And Grill,651 Huron Rd E,41.4981918,-81.687707,2,3,Bars,other,other,FALSE,FALSE,free,full_bar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,36,FALSE,7:00:00,23:00:00,7:00:00,23:00:00,7:00:00,23:00:00,7:00:00,23:00:00,7:00:00,23:00:00,7:00:00,23:00:00,7:00:00,23:00:00
The Fresh Fix of Heights,2234 Lee Rd,41.49859,-81.5655266,1,4,Bars,other,veg,TRUE,TRUE,free,none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,FALSE,,,,,10:30:00,20:00:00,10:30:00,20:00:00,10:30:00,20:00:00,10:30:00,20:00:00,10:30:00,20:00:00
La Plaza Supermarket,13609 Lakewood Heights Blvd,41.4701111,-81.7859383,1,4.5,Bakeries,Mexican,other,TRUE,TRUE,no,none,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,264,TRUE,10:00:00,19:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00
Penn Station East Coast Subs,9591 Vista Way,41.4095614,-81.617586,1,3,Burgers,other,other,TRUE,FALSE,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,TRUE,11:30:00,20:00:00,10:30:00,22:00:00,10:30:00,22:00:00,10:30:00,22:00:00,10:30:00,22:00:00,10:30:00,22:00:00,10:30:00,22:00:00
My Friends Deli & Restaurant,11616 Detroit Ave,41.483578,-81.7679424,1,3.5,Delis,other,other,TRUE,FALSE,free,beer_and_wine,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,117,TRUE,12:00:00,12:00:00,12:00:00,12:00:00,12:00:00,12:00:00,12:00:00,12:00:00,12:00:00,12:00:00,12:00:00,12:00:00,12:00:00,12:00:00
Papa John's Pizza,14404 Cedar Rd,41.5010177,-81.5212617,1,2,other,other,other,FALSE,TRUE,,none,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,,,,,,,,,,,,,,
Wendy's,14015 Lorain Ave.,41.4546933,-81.790696,1,1.5,Fast Food,other,other,,,,,,,,,,,,,,,FALSE,,,,,,FALSE,17,FALSE,10:30:00,1:00:00,10:30:00,1:00:00,10:30:00,1:00:00,10:30:00,1:00:00,10:30:00,1:00:00,10:30:00,2:00:00,10:30:00,2:00:00
Chili's,"2121 Euclid Ave, SC 212A",41.50228939,-81.67530234,,2,Bars,other,other,,,,,,,,,,,,,,,FALSE,,,,,,,7,FALSE,15:00:00,23:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,22:00:00,15:00:00,22:00:00
Lindey's Lake House -- Flats East Bank,1146 Old River Rd,41.499184,-81.705059,,3.5,other,other,other,,FALSE,free,full_bar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,85,FALSE,,,,,,,,,,,,,,
Nunzio's Pizzeria,7020 Lorain Ave,41.4735412,-81.7338861,1,2.5,other,other,other,TRUE,TRUE,no,none,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36,FALSE,,,,,,,,,,,,,,
Einstein Bros Bagels,6799 Pearl Rd,41.3800705,-81.7849819,2,3.5,other,other,other,,,,,,FALSE,TRUE,FALSE,,,,,,,FALSE,,,,,,,13,TRUE,,,,,,,,,,,,,,
Johnny's Bar,3164 Fulton Rd,41.4677558,-81.7077306,3,4,Bars,Italian,other,FALSE,TRUE,free,full_bar,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,86,TRUE,,,,,17:00:00,22:00:00,17:00:00,22:00:00,11:30:00,22:00:00,11:30:00,23:00:00,17:00:00,23:00:00
Jackie Chen Wok,2756 Van Aken Blvd,41.4828477,-81.5888412,1,3.5,other,Chinese,other,FALSE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,FALSE,15:00:00,20:30:00,11:30:00,21:30:00,11:30:00,21:30:00,11:30:00,21:30:00,11:30:00,21:30:00,11:30:00,22:30:00,12:00:00,22:30:00
Sachsenheim Hall,7001 Denison Ave,41.4614267,-81.7360962,1,4,Bars,Mexican,other,TRUE,FALSE,,full_bar,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57,TRUE,,,17:00:00,1:00:00,16:00:00,1:00:00,17:00:00,1:00:00,17:00:00,1:00:00,17:00:00,1:00:00,17:00:00,1:00:00
Antonio's Pizzeria Loschiavo,5722 Chevrolet Blvd,41.4061,-81.769379,2,3.5,other,Italian,other,TRUE,TRUE,no,none,FALSE,FALSE,TRUE,FALSE,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,28,TRUE,,,,,,,,,,,,,,
Koffie Cafe,2517 Market Ave,41.4842258,-81.7042385,1,3.5,other,other,other,,,free,beer_and_wine,TRUE,FALSE,FALSE,FALSE,,,,,,,FALSE,,,,,,,80,FALSE,8:00:00,18:00:00,7:00:00,19:00:00,7:00:00,19:00:00,7:00:00,19:00:00,7:00:00,19:00:00,7:00:00,19:00:00,7:00:00,19:00:00
Benihana,23611 Chagrin Blvd,41.464981,-81.511579,3,2,Bars,Japanese,other,TRUE,TRUE,no,full_bar,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,122,TRUE,12:00:00,21:00:00,,,17:00:00,21:00:00,17:00:00,21:00:00,17:00:00,21:00:00,11:30:00,22:00:00,12:00:00,22:00:00
Luna's Deli & Restaurant,5198 Pearl Rd,41.4188985,-81.7291709,1,3,Delis,Mediterranean,other,TRUE,FALSE,free,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,FALSE,6:00:00,21:00:00,6:00:00,21:00:00,6:00:00,21:00:00,6:00:00,21:00:00,6:00:00,21:00:00,6:00:00,21:00:00,6:00:00,21:00:00
Momocho,1835 Fulton Rd,41.4840151,-81.7098131,2,4,other,Mexican,other,FALSE,FALSE,no,full_bar,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,776,TRUE,16:00:00,21:00:00,,,17:00:00,22:00:00,17:00:00,22:00:00,17:00:00,22:00:00,17:00:00,23:00:00,16:00:00,23:00:00
The Greenhouse Tavern,2038 E 4th St,41.499074,-81.690421,3,3.5,Gastropubs,French,other,FALSE,FALSE,free,full_bar,TRUE,,FALSE,FALSE,FALSE,FALSE,,TRUE,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1104,FALSE,16:00:00,22:00:00,,,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,17:00:00,22:00:00
Phnom Penh,1929 W 25th St,41.4852249,-81.7037967,2,3.5,other,Asian Fusion,other,TRUE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,136,TRUE,,,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,23:00:00,11:00:00,23:00:00
Adega,2017 E 9th St,41.499615,-81.685922,3,4,Bars,Mediterranean,other,FALSE,FALSE,free,full_bar,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,201,TRUE,7:00:00,22:00:00,6:30:00,22:00:00,6:30:00,22:00:00,6:30:00,22:00:00,6:30:00,22:00:00,6:30:00,23:00:00,7:00:00,23:00:00
Mazzone & Sons Bakery,3519 Clark Ave,41.4694523,-81.7083472,1,4,Bakeries,Italian,other,TRUE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,TRUE,,,,,,,,,,,,,,
JACK Cleveland Casino,100 Public Square,41.498569,-81.693098,2,3,Bars,other,other,FALSE,FALSE,free,full_bar,FALSE,TRUE,FALSE,TRUE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,307,TRUE,,,,,,,,,,,,,,
Pacer's Bar & Grill,19800 S Waterloo Rd,41.57957779,-81.54175918,2,3,other,other,other,FALSE,FALSE,free,full_bar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,FALSE,,,,,,,,,,,,,,
Subway Restaurants,3784 W 117th St,41.4500971,-81.769495,1,2.5,Fast Food,other,other,TRUE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,TRUE,9:00:00,21:00:00,9:00:00,21:30:00,9:00:00,21:30:00,9:00:00,21:00:00,9:00:00,21:30:00,9:00:00,21:30:00,9:00:00,21:30:00
Jimmy John's,836 W St Clair Ave,41.4993953,-81.6996672,1,2.5,Fast Food,other,other,TRUE,TRUE,no,,TRUE,,,,,,,,,,FALSE,,,,,,FALSE,9,FALSE,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,3:00:00,11:00:00,3:00:00
Sages Cafe,10900 Euclid Ave,41.5044496,-81.6093372,1,4,Cafes,other,other,FALSE,FALSE,free,none,TRUE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,,,8:00:00,18:00:00,8:00:00,18:00:00,8:00:00,18:00:00,8:00:00,18:00:00,8:00:00,18:00:00,,
Soho Chicken + Whiskey,1889 W 25th St,41.4855634,-81.7041418,2,4.5,Bars,Southern,other,FALSE,FALSE,free,full_bar,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,473,TRUE,11:00:00,14:00:00,,,17:00:00,22:00:00,17:00:00,22:00:00,17:00:00,22:00:00,17:00:00,22:00:00,17:00:00,22:00:00
Hot Sauce Williams Barbecue Restaurant,3770 Lee Rd,41.4570435,-81.565277,1,2.5,other,other,other,FALSE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35,TRUE,12:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,0:00:00,11:00:00,1:00:00,11:00:00,1:00:00,11:00:00,1:00:00
Papa Primoz,3790 W 117th St,41.44988868,-81.76927171,2,3.5,other,other,other,FALSE,TRUE,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,TRUE,26,FALSE,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,23:00:00
LaRich's Pizza,797 Bishop Rd,41.5394956,-81.4780372,3,3.5,other,Italian,other,TRUE,TRUE,free,none,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,FALSE,12:00:00,21:00:00,11:00:00,21:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,12:00:00,22:00:00
Terrace Club At Progressive Field,2401 Ontario St,41.49605942,-81.68518829,2,3,other,other,other,TRUE,FALSE,no,full_bar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,15,FALSE,,,,,,,,,,,,,,
McDonald's,5616 Memphis Ave,41.44022008,-81.72502175,1,1,Fast Food,other,other,FALSE,TRUE,,,,,,,,,,,,,FALSE,,,,,,FALSE,15,FALSE,,,,,,,,,,,,,,
Yum Yum's of Cleveland,512 Euclid Ave,41.499844,-81.6893042,1,4,other,other,other,TRUE,TRUE,free,none,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,37,TRUE,8:00:00,18:00:00,8:00:00,14:00:00,6:00:00,18:00:00,6:00:00,18:00:00,6:00:00,18:00:00,6:00:00,18:00:00,8:00:00,18:00:00
The Parma Tavern,5680 Broadview Rd,41.4077689,-81.6923963,2,3,Bars,other,other,FALSE,FALSE,,full_bar,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,62,TRUE,,,,,,,,,,,,,,
Susy's Soup & Deli,230 W Huron Rd,41.497921,-81.693574,1,4,other,other,other,TRUE,TRUE,no,none,FALSE,TRUE,FALSE,TRUE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,TRUE,,,8:30:00,17:00:00,8:30:00,17:00:00,8:30:00,17:00:00,8:30:00,17:00:00,8:30:00,17:00:00,12:00:00,17:00:00
Clifton Martini & Wine Bar,10427 Clifton Blvd,41.4851348,-81.7572183,2,3,Bars,other,other,FALSE,FALSE,no,full_bar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,118,FALSE,16:00:00,23:00:00,16:00:00,0:00:00,16:00:00,0:00:00,16:00:00,0:00:00,16:00:00,0:00:00,16:00:00,2:30:00,17:00:00,2:30:00
China Wok,3006 Broadview Rd,41.44045,-81.702275,1,4,other,Chinese,other,TRUE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,FALSE,,,,,,,,,,,,,,
Steve's Gyros,1979 W 25th St,41.4846863,-81.7030619,1,4.5,other,Mediterranean,other,TRUE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,160,TRUE,,,10:00:00,15:00:00,,,10:00:00,15:00:00,,,10:00:00,17:00:00,10:00:00,17:00:00
Sung's House,1507 Euclid Ave,41.5010661,-81.6808243,2,4,Bars,Japanese,other,TRUE,FALSE,free,beer_and_wine,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,TRUE,90,FALSE,,,11:00:00,15:00:00,11:00:00,20:30:00,11:00:00,20:30:00,11:00:00,20:30:00,11:00:00,20:30:00,11:00:00,20:30:00
The Grocery,2600 Detroit Ave,41.4911751,-81.7085205,,4.5,Bars,other,other,,,,,,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5,FALSE,10:00:00,18:00:00,7:00:00,20:00:00,7:00:00,20:00:00,7:00:00,20:00:00,7:00:00,20:00:00,7:00:00,20:00:00,7:00:00,18:00:00
Gabe's Family Restaurant,2044 Broadview,41.4361038,-81.6976357,1,4,other,other,other,TRUE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,38,TRUE,,,,,,,,,,,,,,
Tavern Of Little Italy,12117 Mayfield Rd,41.508838,-81.5979265,2,3.5,Bars,other,other,FALSE,TRUE,free,full_bar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,57,FALSE,11:00:00,2:30:00,16:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00,11:00:00,2:30:00
Sushi 86,509 Prospect Ave,41.49845023,-81.68894551,2,4,Bars,other,other,TRUE,TRUE,free,full_bar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,215,FALSE,,,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,16:00:00,21:00:00
China Dragon,3468 Mayfield Rd,41.51628,-81.55327,1,3.5,other,Chinese,other,TRUE,TRUE,,none,FALSE,,,,,,,,,,FALSE,,,,,,FALSE,10,FALSE,,,,,,,,,,,,,,
Chocolate Bar,347 Euclid Ave,41.4999484,-81.69036144,2,3,Bars,other,other,TRUE,FALSE,no,full_bar,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,TRUE,575,TRUE,15:00:00,22:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,2:00:00,11:00:00,2:00:00
Starbucks,3465 Steelyard Dr,41.458332,-81.68912,,1.5,Fast Food,other,other,,,,,,,,,,,,,,,FALSE,,,,,,,3,FALSE,8:00:00,20:00:00,8:00:00,20:00:00,8:00:00,20:00:00,8:00:00,20:00:00,8:00:00,20:00:00,8:00:00,21:00:00,8:00:00,21:00:00
Seti's Polish Boys,W 4242 Lorain Ave,41.4811796,-81.7110783,1,4,Fast Food,other,other,TRUE,FALSE,no,none,TRUE,FALSE,TRUE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,TRUE,,,10:00:00,15:00:00,10:00:00,15:00:00,10:00:00,15:00:00,10:00:00,15:00:00,10:00:00,15:00:00,10:00:00,15:00:00
Vienna Market,5615 Woodland Ave,41.4882646,-81.6503183,,4,Delis,other,other,,TRUE,,,,,,,,,,,,,FALSE,,,,,,,8,FALSE,,,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00
Wings Sports Bar & Grill,14516 Broadway Ave,41.4223755,-81.5801048,,4,Bars,other,other,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10,FALSE,,,,,,,,,,,,,,
Lucky's Market,11620 Clifton Blvd,41.4876632,-81.76785,2,4,Delis,other,veg,TRUE,FALSE,free,beer_and_wine,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,77,TRUE,7:00:00,22:00:00,,,7:00:00,21:00:00,9:00:00,21:00:00,7:00:00,16:00:00,7:00:00,22:00:00,7:00:00,22:00:00
Mr Hero,468 Richmond Rd,41.551898,-81.497733,1,4,Fast Food,other,other,TRUE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,12:00:00,20:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00
Fabios Pizza,4203 Clark Ave,41.4694488,-81.7146058,2,2.5,other,other,other,TRUE,TRUE,paid,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,FALSE,,,18:00:00,4:00:00,18:00:00,4:00:00,18:00:00,4:00:00,18:00:00,4:00:00,16:00:00,4:00:00,16:00:00,4:00:00
Vera's Nationality Bakery,"1979 W 25th St, Ste F10",41.4846863,-81.7030619,2,4.5,Bakeries,other,other,,FALSE,,none,,FALSE,FALSE,FALSE,,,,,,,FALSE,,,,,,,13,FALSE,,,7:00:00,16:00:00,,,7:00:00,16:00:00,,,7:00:00,18:00:00,7:00:00,18:00:00
Local West,7400 Detroit Ave,41.482837,-81.7355618,2,4.5,Burgers,other,other,TRUE,TRUE,free,beer_and_wine,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,153,TRUE,11:00:00,19:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00
Tasty Pizza,5101 Mayfield Rd,41.520355,-81.4956498,2,3,Food Delivery Services,Italian,other,TRUE,TRUE,,beer_and_wine,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,45,TRUE,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00
Dante's Inferno,Progressive Field,41.499044,-81.68548036,,4,Arts & Entertainment,other,other,,FALSE,,,,,,,,,,,,,FALSE,,,,,,FALSE,5,FALSE,,,,,,,,,,,,,,
Moe's Tavern Brewing,1740 E 17th St,41.5039367,-81.6806362,2,4.5,Bars,other,other,,FALSE,free,full_bar,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,42,TRUE,16:00:00,2:30:00,,,16:00:00,2:30:00,16:00:00,2:30:00,16:00:00,2:30:00,16:00:00,2:30:00,16:00:00,2:30:00
Messina Pizza & Bakery,1071 Ivanhoe Rd,41.5508029,-81.5717034,1,4.5,Bakeries,other,other,TRUE,FALSE,,none,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,FALSE,,,6:00:00,18:00:00,6:00:00,18:00:00,6:00:00,18:00:00,6:00:00,18:00:00,6:00:00,18:00:00,6:00:00,17:00:00
Tony's Pizza,6066 State Rd,41.3982349,-81.7106255,2,4,other,other,other,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,,,,,FALSE,8,FALSE,11:30:00,20:00:00,,,16:00:00,21:00:00,16:00:00,21:00:00,16:00:00,21:00:00,16:00:00,22:00:00,16:00:00,22:00:00
affoGATO Cat Café,761 Starkweather Ave,41.4773604,-81.6823212,,4,Cafes,other,other,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,27,FALSE,,,,,,,,,,,,,,
Starbucks,1374 West Sixth Street,41.499138,-81.698347,1,3.5,other,other,other,,,free,,TRUE,FALSE,FALSE,FALSE,,,,,,,FALSE,,,,,,,23,FALSE,6:30:00,20:00:00,5:30:00,20:00:00,5:30:00,20:00:00,5:30:00,20:00:00,5:30:00,20:00:00,5:30:00,20:00:00,6:30:00,20:00:00
Etna Restaurant & Wine Bar,11919 Mayfield Rd,41.5088363,-81.5994753,2,4,Bars,Italian,other,FALSE,FALSE,no,full_bar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,85,FALSE,2:30:00,21:00:00,,,17:00:00,22:00:00,17:00:00,22:00:00,17:00:00,22:00:00,17:00:00,23:00:00,16:30:00,23:00:00
Banya Tamazonka,2070 S Taylor Rd,41.502577,-81.55627,2,4,other,other,other,FALSE,FALSE,free,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,FALSE,,,,,,,,,,,,,,
Cafe Phix - MidTown,6815 Euclid Ave,41.5048314,-81.6423431,,5,Cafes,other,other,,,,,TRUE,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4,FALSE,,,7:30:00,15:30:00,7:30:00,15:30:00,7:30:00,15:30:00,7:30:00,15:30:00,7:30:00,15:30:00,,
China Town 1,3718 Pearl Rd,41.4540638,-81.701891,1,4.5,other,Chinese,other,TRUE,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,FALSE,,,,,,,,,,,,,,
