name,address,latitude,longitude,RestaurantsPriceRange2,stars,business_type,region,veggy,GoodForKids,RestaurantsDelivery,WiFi,Alcohol,OutdoorSeating,garage,lot,valet,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,breakfast,brunch,lunch,dinner,dessert,latenight,romantic,intimate,upscale,casual,trendy,classy,RestaurantsReservations,review_count
Lindey's Lake House -- Flats East Bank,1146 Old River Rd,41.499184,-81.705059,,3.5,other,other,other,,FALSE,free,full_bar,TRUE,FALSE,FALSE,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,85
Nunzio's Pizzeria,7020 Lorain Ave,41.4735412,-81.7338861,1,2.5,other,other,other,TRUE,TRUE,no,none,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36
Einstein Bros Bagels,6799 Pearl Rd,41.3800705,-81.7849819,2,3.5,other,other,other,,,,,,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,13
Johnny's Bar,3164 Fulton Rd,41.4677558,-81.7077306,3,4,Bars,Italian,other,FALSE,TRUE,free,full_bar,TRUE,FALSE,FALSE,TRUE,,,17:0-22:0,17:0-22:0,11:30-22:0,11:30-23:0,17:0-23:0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,86
Jackie Chen Wok,2756 Van Aken Blvd,41.4828477,-81.5888412,1,3.5,other,Chinese,other,FALSE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,15:0-20:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-22:30,12:0-22:30,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10
Sachsenheim Hall,7001 Denison Ave,41.4614267,-81.7360962,1,4,Bars,Mexican,other,TRUE,FALSE,,full_bar,TRUE,FALSE,TRUE,FALSE,,17:0-1:0,16:0-1:0,17:0-1:0,17:0-1:0,17:0-1:0,17:0-1:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57
Antonio's Pizzeria Loschiavo,5722 Chevrolet Blvd,41.4061,-81.769379,2,3.5,other,Italian,other,TRUE,TRUE,no,none,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,28
Koffie Cafe,2517 Market Ave,41.4842258,-81.7042385,1,3.5,other,other,other,,,free,beer_and_wine,TRUE,FALSE,FALSE,FALSE,8:0-18:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,,,,,,,,,,,,,,80
Benihana,23611 Chagrin Blvd,41.464981,-81.511579,3,2,Bars,Japanese,other,TRUE,TRUE,no,full_bar,FALSE,FALSE,TRUE,FALSE,12:0-21:0,,17:0-21:0,17:0-21:0,17:0-21:0,11:30-22:0,12:0-22:0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,122
Luna's Deli & Restaurant,5198 Pearl Rd,41.4188985,-81.7291709,1,3,Delis,Mediterranean,other,TRUE,FALSE,free,,FALSE,FALSE,FALSE,FALSE,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20
Momocho,1835 Fulton Rd,41.4840151,-81.7098131,2,4,other,Mexican,other,FALSE,FALSE,no,full_bar,TRUE,FALSE,TRUE,FALSE,16:0-21:0,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-23:0,16:0-23:0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,776
The Greenhouse Tavern,2038 E 4th St,41.499074,-81.690421,3,3.5,Gastropubs,French,other,FALSE,FALSE,free,full_bar,TRUE,,FALSE,FALSE,16:0-22:0,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,17:0-22:0,FALSE,FALSE,,TRUE,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1104
Phnom Penh,1929 W 25th St,41.4852249,-81.7037967,2,3.5,other,Asian Fusion,other,TRUE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-23:0,11:0-23:0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,136
Adega,2017 E 9th St,41.499615,-81.685922,3,4,Bars,Mediterranean,other,FALSE,FALSE,free,full_bar,TRUE,TRUE,FALSE,TRUE,7:0-22:0,6:30-22:0,6:30-22:0,6:30-22:0,6:30-22:0,6:30-23:0,7:0-23:0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,201
Mazzone & Sons Bakery,3519 Clark Ave,41.4694523,-81.7083472,1,4,Bakeries,Italian,other,TRUE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18
JACK Cleveland Casino,100 Public Square,41.498569,-81.693098,2,3,Bars,other,other,FALSE,FALSE,free,full_bar,FALSE,TRUE,FALSE,TRUE,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,307
Pacer's Bar & Grill,19800 S Waterloo Rd,41.57957779,-81.54175918,2,3,other,other,other,FALSE,FALSE,free,full_bar,TRUE,FALSE,FALSE,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14
Subway Restaurants,3784 W 117th St,41.4500971,-81.769495,1,2.5,Fast Food,other,other,TRUE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,9:0-21:0,9:0-21:30,9:0-21:30,9:0-21:0,9:0-21:30,9:0-21:30,9:0-21:30,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4
Jimmy John's,836 W St Clair Ave,41.4993953,-81.6996672,1,2.5,Fast Food,other,other,TRUE,TRUE,no,,TRUE,,,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-3:0,11:0-3:0,,,,,,,,,,,,,FALSE,9
Sages Cafe,10900 Euclid Ave,41.5044496,-81.6093372,1,4,Cafes,other,other,FALSE,FALSE,free,none,TRUE,FALSE,FALSE,FALSE,,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5
Soho Chicken + Whiskey,1889 W 25th St,41.4855634,-81.7041418,2,4.5,Bars,Southern,other,FALSE,FALSE,free,full_bar,TRUE,FALSE,TRUE,FALSE,11:0-14:0,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,473
Hot Sauce Williams Barbecue Restaurant,3770 Lee Rd,41.4570435,-81.565277,1,2.5,other,other,other,FALSE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,12:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-1:0,11:0-1:0,11:0-1:0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35
Papa Primoz,3790 W 117th St,41.44988868,-81.76927171,2,3.5,other,other,other,FALSE,TRUE,,,,FALSE,FALSE,FALSE,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,TRUE,26
LaRich's Pizza,797 Bishop Rd,41.5394956,-81.4780372,3,3.5,other,Italian,other,TRUE,TRUE,free,none,FALSE,FALSE,FALSE,FALSE,12:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,12:0-22:0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11
Terrace Club At Progressive Field,2401 Ontario St,41.49605942,-81.68518829,2,3,other,other,other,TRUE,FALSE,no,full_bar,FALSE,FALSE,FALSE,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,15
McDonald's,5616 Memphis Ave,41.44022008,-81.72502175,1,1,Fast Food,other,other,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,15
Yum Yum's of Cleveland,512 Euclid Ave,41.499844,-81.6893042,1,4,other,other,other,TRUE,TRUE,free,none,TRUE,TRUE,FALSE,TRUE,8:0-18:0,8:0-14:0,6:0-18:0,6:0-18:0,6:0-18:0,6:0-18:0,8:0-18:0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,37
The Parma Tavern,5680 Broadview Rd,41.4077689,-81.6923963,2,3,Bars,other,other,FALSE,FALSE,,full_bar,TRUE,FALSE,TRUE,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,62
Susy's Soup & Deli,230 W Huron Rd,41.497921,-81.693574,1,4,other,other,other,TRUE,TRUE,no,none,FALSE,TRUE,FALSE,TRUE,,8:30-17:0,8:30-17:0,8:30-17:0,8:30-17:0,8:30-17:0,12:0-17:0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45
Clifton Martini & Wine Bar,10427 Clifton Blvd,41.4851348,-81.7572183,2,3,Bars,other,other,FALSE,FALSE,no,full_bar,TRUE,FALSE,FALSE,FALSE,16:0-23:0,16:0-0:0,16:0-0:0,16:0-0:0,16:0-0:0,16:0-2:30,17:0-2:30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,118
China Wok,3006 Broadview Rd,41.44045,-81.702275,1,4,other,Chinese,other,TRUE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16
Steve's Gyros,1979 W 25th St,41.4846863,-81.7030619,1,4.5,other,Mediterranean,other,TRUE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,,10:0-15:0,,10:0-15:0,,10:0-17:0,10:0-17:0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,160
Sung's House,1507 Euclid Ave,41.5010661,-81.6808243,2,4,Bars,Japanese,other,TRUE,FALSE,free,beer_and_wine,FALSE,FALSE,FALSE,FALSE,,11:0-15:0,11:0-20:30,11:0-20:30,11:0-20:30,11:0-20:30,11:0-20:30,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,FALSE,TRUE,TRUE,FALSE,TRUE,90
The Grocery,2600 Detroit Ave,41.4911751,-81.7085205,,4.5,Bars,other,other,,,,,,FALSE,FALSE,FALSE,10:0-18:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-18:0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5
Gabe's Family Restaurant,2044 Broadview,41.4361038,-81.6976357,1,4,other,other,other,TRUE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,38
Tavern Of Little Italy,12117 Mayfield Rd,41.508838,-81.5979265,2,3.5,Bars,other,other,FALSE,TRUE,free,full_bar,TRUE,FALSE,FALSE,FALSE,11:0-2:30,16:0-2:30,11:0-2:30,11:0-2:30,11:0-2:30,11:0-2:30,11:0-2:30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,57
Sushi 86,509 Prospect Ave,41.49845023,-81.68894551,2,4,Bars,other,other,TRUE,TRUE,free,full_bar,TRUE,FALSE,FALSE,FALSE,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,16:0-21:0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,215
China Dragon,3468 Mayfield Rd,41.51628,-81.55327,1,3.5,other,Chinese,other,TRUE,TRUE,,none,FALSE,,,,,,,,,,,,,,,,,,,,,,,FALSE,10
Chocolate Bar,347 Euclid Ave,41.4999484,-81.69036144,2,3,Bars,other,other,TRUE,FALSE,no,full_bar,TRUE,TRUE,FALSE,FALSE,15:0-22:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-2:0,11:0-2:0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,FALSE,,TRUE,FALSE,TRUE,575
Starbucks,3465 Steelyard Dr,41.458332,-81.68912,,1.5,Fast Food,other,other,,,,,,,,,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-21:0,8:0-21:0,,,,,,,,,,,,,,3
Seti's Polish Boys,W 4242 Lorain Ave,41.4811796,-81.7110783,1,4,Fast Food,other,other,TRUE,FALSE,no,none,TRUE,FALSE,TRUE,FALSE,,10:0-15:0,10:0-15:0,10:0-15:0,10:0-15:0,10:0-15:0,10:0-15:0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32
Vienna Market,5615 Woodland Ave,41.4882646,-81.6503183,,4,Delis,other,other,,TRUE,,,,,,,,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,,,,,,,,,,,,,,8
Wings Sports Bar & Grill,14516 Broadway Ave,41.4223755,-81.5801048,,4,Bars,other,other,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,10
Lucky's Market,11620 Clifton Blvd,41.4876632,-81.76785,2,4,Delis,other,veg,TRUE,FALSE,free,beer_and_wine,TRUE,FALSE,TRUE,FALSE,7:0-22:0,,7:0-21:0,9:0-21:0,7:0-16:0,7:0-22:0,7:0-22:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,77
Mr Hero,468 Richmond Rd,41.551898,-81.497733,1,4,Fast Food,other,other,TRUE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,12:0-20:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4
Fabios Pizza,4203 Clark Ave,41.4694488,-81.7146058,2,2.5,other,other,other,TRUE,TRUE,paid,,FALSE,FALSE,FALSE,FALSE,,18:0-4:0,18:0-4:0,18:0-4:0,18:0-4:0,16:0-4:0,16:0-4:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30
Vera's Nationality Bakery,"1979 W 25th St, Ste F10",41.4846863,-81.7030619,2,4.5,Bakeries,other,other,,FALSE,,none,,FALSE,FALSE,FALSE,,7:0-16:0,,7:0-16:0,,7:0-18:0,7:0-18:0,,,,,,,,,,,,,,13
Local West,7400 Detroit Ave,41.482837,-81.7355618,2,4.5,Burgers,other,other,TRUE,TRUE,free,beer_and_wine,TRUE,FALSE,TRUE,FALSE,11:0-19:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-22:0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,153
Tasty Pizza,5101 Mayfield Rd,41.520355,-81.4956498,2,3,Food Delivery Services,Italian,other,TRUE,TRUE,,beer_and_wine,FALSE,FALSE,TRUE,FALSE,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,45
Dante's Inferno,Progressive Field,41.499044,-81.68548036,,4,Arts & Entertainment,other,other,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5
Moe's Tavern Brewing,1740 E 17th St,41.5039367,-81.6806362,2,4.5,Bars,other,other,,FALSE,free,full_bar,FALSE,TRUE,TRUE,FALSE,16:0-2:30,,16:0-2:30,16:0-2:30,16:0-2:30,16:0-2:30,16:0-2:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,42
Messina Pizza & Bakery,1071 Ivanhoe Rd,41.5508029,-81.5717034,1,4.5,Bakeries,other,other,TRUE,FALSE,,none,FALSE,FALSE,FALSE,FALSE,,6:0-18:0,6:0-18:0,6:0-18:0,6:0-18:0,6:0-18:0,6:0-17:0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5
Tony's Pizza,6066 State Rd,41.3982349,-81.7106255,2,4,other,other,other,TRUE,TRUE,,,,FALSE,FALSE,FALSE,11:30-20:0,,16:0-21:0,16:0-21:0,16:0-21:0,16:0-22:0,16:0-22:0,,,,,,,,,,,,,FALSE,8
affoGATO Cat Café,761 Starkweather Ave,41.4773604,-81.6823212,,4,Cafes,other,other,,,,,,FALSE,FALSE,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,27
Starbucks,1374 West Sixth Street,41.499138,-81.698347,1,3.5,other,other,other,,,free,,TRUE,FALSE,FALSE,FALSE,6:30-20:0,5:30-20:0,5:30-20:0,5:30-20:0,5:30-20:0,5:30-20:0,6:30-20:0,,,,,,,,,,,,,,23
Etna Restaurant & Wine Bar,11919 Mayfield Rd,41.5088363,-81.5994753,2,4,Bars,Italian,other,FALSE,FALSE,no,full_bar,TRUE,FALSE,FALSE,FALSE,2:30-21:0,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-23:0,16:30-23:0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,85
Banya Tamazonka,2070 S Taylor Rd,41.502577,-81.55627,2,4,other,other,other,FALSE,FALSE,free,none,FALSE,FALSE,FALSE,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4
Cafe Phix - MidTown,6815 Euclid Ave,41.5048314,-81.6423431,,5,Cafes,other,other,,,,,TRUE,,,,,7:30-15:30,7:30-15:30,7:30-15:30,7:30-15:30,7:30-15:30,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,4
China Town 1,3718 Pearl Rd,41.4540638,-81.701891,1,4.5,other,Chinese,other,TRUE,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7
Society Lounge,2063 E 4th St,41.49903005,-81.69008412,2,4,Bars,other,other,FALSE,FALSE,free,full_bar,FALSE,FALSE,FALSE,TRUE,17:0-0:0,17:0-0:0,17:0-0:0,17:0-0:0,17:0-0:0,17:0-2:0,17:0-2:0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,248
Red Walter Bar-B-Q,8425 Cedar Ave,41.5000837,-81.6276557,2,3,other,other,other,TRUE,TRUE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6
Jack Frost Donuts,4960 Pearl Rd,41.4230623,-81.7235261,1,4.5,other,other,other,,TRUE,no,,FALSE,FALSE,TRUE,FALSE,7:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,6:0-20:0,,,,,,,,,,,,,,316
Georgio's Oven Fresh Pizza,7146 Denison Ave,41.4625722,-81.7375356,,1,other,other,other,,TRUE,,none,,FALSE,TRUE,FALSE,11:0-22:0,11:0-23:0,11:0-23:0,11:0-11:15,11:0-23:0,10:0-0:0,11:0-0:0,,,,,,,,,,,,,,4
Open Pitt Barb-B-Que,12335 St Clair Ave,41.5415303,-81.5990311,1,3.5,other,other,other,TRUE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,13:0-22:0,11:0-20:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-2:30,11:0-2:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,45
Tabletop Board Game Cafe,1810 W 25th St,41.4863121,-81.7054833,2,4.5,Bars,other,other,TRUE,FALSE,no,beer_and_wine,FALSE,FALSE,FALSE,FALSE,11:0-18:0,,16:0-23:0,16:0-23:0,16:0-23:0,11:0-1:0,11:0-1:0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,110
Beet Jar Juicebar & Takeaway,1432 W 29th St,41.4894702,-81.7110793,2,4.5,Bars,other,other,TRUE,FALSE,free,none,TRUE,FALSE,FALSE,FALSE,8:0-14:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,8:0-14:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,92
Wasabi Restaurant,2123 E79th St,41.5006633,-81.6332655,2,4.5,Bars,Chinese,other,FALSE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-22:0,10:0-22:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,13
Famous Gyro George,3765 Ridge Rd,41.4535579,-81.7371007,1,3,other,Greek,other,TRUE,FALSE,no,none,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6
Luna Bakery Cafe,2482 Fairmount Blvd,41.5005333,-81.5921431,1,4,Cafes,other,other,TRUE,FALSE,free,none,TRUE,FALSE,TRUE,FALSE,8:0-17:0,,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,8:0-17:0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,333
Oasis Urban Cafe,1375 E 9th St,41.5038243,-81.688504,,3.5,Cafes,other,other,TRUE,FALSE,,,,,,,,6:0-16:30,6:0-16:30,6:0-16:30,6:0-16:30,6:0-16:30,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,4
Papa John's Pizza,18400 Detroit Ave,41.482898,-81.8262139,1,3,other,other,other,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,6
Luxe Kitchen & Lounge,6605 Detroit Ave,41.4836507,-81.7309664,2,4,Bars,Italian,veg,FALSE,FALSE,free,full_bar,TRUE,FALSE,,FALSE,10:0-21:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-0:0,10:0-0:0,FALSE,,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,331
Las Tienditas Del Mercado,2886 W 25th St,41.4727975,-81.6996838,,4.5,other,Caribbean,other,,,,,,FALSE,FALSE,FALSE,,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,9:0-15:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5
Ha Ahn Korean Restaurant,3030 Superior Ave E,41.5104851,-81.6696382,2,4,Bars,Japanese,other,TRUE,FALSE,free,none,FALSE,FALSE,TRUE,FALSE,,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,128
Geppetto's Pizza & Ribs,7277 Pearl Rd,41.3674285,-81.8042666,,2.5,Event Planning & Services,other,other,FALSE,TRUE,free,none,FALSE,FALSE,TRUE,FALSE,15:0-20:0,,16:0-21:0,16:0-21:0,16:0-21:0,15:0-22:0,15:0-22:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,3
Indian Delight,5507 Detroit Ave,41.4852245,-81.7249993,2,3.5,other,Indian,other,TRUE,TRUE,free,none,FALSE,FALSE,FALSE,FALSE,17:0-21:0,17:30-22:0,,17:30-22:0,17:30-22:0,17:30-22:0,17:30-22:0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,134
Upper Crust Pizza - Cleveland,15631 Puritas Ave,41.4333809,-81.8066582,1,2.5,other,other,other,TRUE,TRUE,no,,FALSE,FALSE,FALSE,FALSE,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,32
Charlie's Restaurant,2102 Brookpark Rd,41.4193894,-81.6954343,1,4,Burgers,other,other,TRUE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,6:0-15:0,6:0-15:0,6:0-15:0,6:0-15:0,6:0-15:0,6:0-15:0,6:0-15:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,22
Mod Meals,,41.5214566,-81.6418656,2,4.5,Food Delivery Services,other,other,,,,,,,,,,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,,,,,,,,,,,,,,,10
Potbelly Sandwich Shop,515 Euclid Ave,41.500053,-81.689442,1,4,Fast Food,other,other,TRUE,TRUE,free,none,FALSE,FALSE,FALSE,FALSE,,11:0-17:0,7:0-19:0,7:0-19:0,11:0-15:0,7:0-19:0,11:0-15:0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,45
Market Avenue Wine Bar,2521 Market Ave,41.4841716,-81.7042358,2,4.5,Bars,other,other,FALSE,FALSE,free,beer_and_wine,TRUE,FALSE,TRUE,FALSE,16:0-0:0,16:0-0:0,16:0-0:0,16:0-1:0,16:0-1:0,16:0-1:0,14:30-1:0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,96
